No,Student ID,Last Name,First Name,Gender,Date of Birth,Social ID,Academic Year
1,22000714,Nguyen Thao,Ngan,Female,2/4/2004,3.66478E+12,2022
2,22000451,Lai Trung,Son,Male,23/01/2004,4.88697E+12,2022
3,22000688,Le Lien,Lien,Female,8/2/2004,3.78581E+11,2022
4,22000357,Vu Dieu,Ha,Female,13/05/2004,3.31533E+12,2022
5,22000559,Kieu Thinh,Trong,Male,13/03/2004,4.02425E+12,2022
6,22000809,Doan Thanh,Lien,Female,22/08/2004,1.18235E+12,2022
7,22000698,Phung Xuan,Hong,Female,6/11/2004,9.83474E+12,2022
8,22000601,Ly Lien,Giang,Female,26/04/2004,7.65989E+12,2022
9,22000425,Quach Ngan,Hien,Female,22/09/2004,3.14589E+12,2022
10,22000574,Ha Thanh,Ngan,Female,15/03/2004,8.81328E+12,2022
11,22000676,Tao Xuan,Phat,Male,14/07/2004,4.24609E+12,2022
12,22000768,Giang Quang,Quy,Male,28/12/2004,2.6481E+12,2022
13,22000709,Dang Tan,Duy,Male,16/12/2004,3.46942E+12,2022
14,22000778,Giang Thuy,Quyen,Female,3/6/2004,2.35025E+12,2022
15,22000615,Phung Minh,Hung,Male,6/7/2004,3.36609E+12,2022
16,22000455,Linh Lam,Long,Male,18/11/2004,8.87545E+12,2022
17,22000625,Vinh Xuan,Trinh,Female,3/9/2004,4.20176E+12,2022
18,22000554,Vu Vy,Kieu,Female,28/10/2004,8.96054E+12,2022
19,22000685,Kim Trang,Lien,Female,26/11/2004,7.65849E+11,2022
20,22000774,Lam Duc,Nghia,Male,3/3/2004,2.09813E+12,2022
21,22000390,Tao Manh,Xuan,Male,22/11/2004,6.99483E+12,2022
22,22000634,Dieu Nhi,My,Female,1/5/2004,4.66145E+12,2022
23,22000660,Vu Hiep,Binh,Male,22/12/2004,8.5833E+12,2022
24,22000779,Mai Huu,Thien,Male,12/6/2004,3.35838E+12,2022
25,22000378,Trinh Lam,Phuc,Male,1/8/2004,9.18011E+12,2022
26,22000591,Tu Hung,Tuan,Male,1/4/2004,8.24199E+12,2022
27,22000613,Doan Thanh,My,Female,18/02/2004,4.79156E+12,2022
28,22000837,Ton Giang,Tuyen,Female,24/11/2004,7.46447E+12,2022
29,22000739,Linh Vuong,Thanh,Male,12/8/2004,6.36398E+12,2022
30,22000842,Dang Mai,Nga,Female,13/05/2004,7.19718E+11,2022
31,22000503,Bach Chau,Lan,Female,8/4/2004,4.65154E+12,2022
32,22000713,Truong Ngan,Quy,Female,26/01/2004,7.09227E+12,2022
33,22000346,Phung Phu,Chien,Male,25/10/2004,5.50503E+11,2022
34,22000447,La Huu,Hung,Male,3/1/2004,2.69519E+12,2022
35,22000757,Mai Vuong,Gia,Male,1/3/2004,8.13085E+12,2022
36,22000560,Ho Kieu,Lien,Female,3/12/2004,6.53615E+12,2022
37,22000651,Ton Tan,Duy,Male,15/10/2004,7.76079E+12,2022
38,22000582,Hua Xuan,Anh,Male,24/05/2004,5.67204E+12,2022
39,22000369,Ma Vy,Thao,Female,28/04/2004,2.64802E+12,2022
40,22000725,Tri Thuy,Dung,Female,18/09/2004,4.8411E+11,2022
41,22000764,Kieu Truong,Quang,Male,21/07/2004,1.78945E+12,2022
42,22000638,Do Thao,Lien,Female,14/09/2004,9.09852E+12,2022
43,22000701,La Khai,Long,Male,17/04/2004,4.19272E+12,2022
44,22000567,Chu Chien,Toan,Male,23/11/2004,6.68867E+12,2022
45,22000406,Trinh Nhat,Trong,Male,17/11/2004,9.94137E+12,2022
46,22000420,Nghiem Phuong,Mong,Female,25/10/2004,4.02092E+12,2022
47,22000512,La Bich,Ngoc,Female,9/5/2004,1.20551E+12,2022
48,22000657,Dieu Xuan,Phu,Male,26/03/2004,7.21115E+12,2022
49,22000388,Ha Vy,Bao,Female,21/04/2004,1.51402E+12,2022
50,22000578,Ha Manh,Hoang,Male,6/2/2004,2.09973E+12,2022
