No,Student ID,Last Name,First Name,Gender,Date of Birth,Social ID,Academic Year
1,23000649,Tao Tu,Chien,Male,26/05/2005,3.38793E+12,2023
2,23000767,Thai Chau,Diep,Female,4/2/2005,6.19051E+12,2023
3,23000380,Dinh Cong,Hieu,Male,8/3/2005,4.66682E+12,2023
4,23000409,Mai Bich,Diep,Female,28/10/2005,9.97707E+12,2023
5,23000655,Luu Thi,Ngan,Female,2/5/2005,5.73141E+12,2023
6,23000446,Vu Luan,Duc,Male,25/03/2005,8.33822E+11,2023
7,23000516,Ma Duy,Nghia,Male,21/03/2005,8.74051E+12,2023
8,23000404,Dang Minh,Vinh,Male,27/04/2005,4.33839E+12,2023
9,23000464,Ho Ngoc,Lien,Female,28/04/2005,3.34036E+12,2023
10,23000823,Hua Van,Dinh,Male,11/11/2005,6.099E+12,2023
11,23000372,Ho Bich,Thuong,Female,4/12/2005,5.26604E+12,2023
12,23000510,Vu Hiep,Tuan,Male,1/3/2005,8.63242E+12,2023
13,23000416,Trinh Chien,Minh,Male,12/1/2005,2.57644E+12,2023
14,23000520,Phung Vuong,Vuong,Male,6/2/2005,7.62727E+12,2023
15,23000825,Kieu Chien,Phu,Male,28/03/2005,6.56726E+12,2023
16,23000361,Pham Bao,Lien,Female,3/6/2005,8.1029E+12,2023
17,23000403,Doan Lam,Tuan,Male,25/02/2005,5.47024E+12,2023
18,23000483,Truong Hoang,Viet,Male,4/7/2005,5.87848E+12,2023
19,23000841,Doan Thien,Tien,Male,10/10/2005,6.09671E+12,2023
20,23000543,La Quoc,Kien,Male,28/06/2005,1.52233E+12,2023
21,23000796,Phung Nhi,Hoa,Female,12/4/2005,9.39488E+12,2023
22,23000645,Tran Bich,Tuyet,Female,19/03/2005,6.67586E+12,2023
23,23000568,Do Van,Vuong,Male,22/06/2005,3.88741E+12,2023
24,23000355,Vu Cong,Vinh,Male,26/11/2005,5.91185E+12,2023
25,23000412,Mai Khoa,Vinh,Male,13/12/2005,3.65939E+12,2023
26,23000438,Tri Hung,Trong,Male,5/11/2005,9.95566E+12,2023
27,23000562,Tu Duc,Binh,Male,10/10/2005,2.96216E+12,2023
28,23000421,Vu Hoa,Thuong,Female,27/06/2005,5.2274E+12,2023
29,23000369,Tri Linh,Ha,Female,3/10/2005,5.1346E+12,2023
30,23000638,Vu Trung,Luat,Male,26/10/2005,1.87512E+12,2023
31,23000411,Quach Ngoc,Lien,Female,4/5/2005,7.7802E+12,2023
32,23000755,Ho Tan,Binh,Male,10/1/2005,3.92329E+12,2023
33,23000505,Vo Duy,Hung,Male,20/03/2005,7.5862E+12,2023
34,23000667,Doan Viet,Viet,Male,14/11/2005,2.50024E+12,2023
35,23000534,Mai Truong,Tan,Male,16/08/2005,6.14893E+12,2023
36,23000752,Truong Khai,Duy,Male,10/1/2005,2.5882E+12,2023
37,23000828,Mai Thinh,Anh,Male,12/1/2005,6.87264E+12,2023
38,23000629,Truong Xuan,Trong,Male,19/03/2005,3.5319E+12,2023
39,23000628,Nguyen Trung,Thien,Male,11/10/2005,7.48566E+12,2023
40,23000365,Linh Minh,Tien,Male,19/10/2005,3.18645E+12,2023
41,23000642,Giang Tan,Duy,Male,7/1/2005,5.37583E+12,2023
42,23000548,Ly Bich,Dung,Female,2/12/2005,3.92878E+12,2023
43,23000414,Truong Minh,Tuan,Male,3/2/2005,3.5589E+12,2023
44,23000581,Ton Truong,Trung,Male,2/3/2005,6.15925E+12,2023
45,23000399,Tu Trung,Hung,Male,20/11/2005,9.92375E+12,2023
46,23000531,Tao My,Tuyen,Female,22/07/2005,4.38103E+12,2023
47,23000425,Ton Huong,Tuyet,Female,10/11/2005,8.3872E+12,2023
48,23000842,Le Thien,Minh,Male,26/03/2005,1.25594E+12,2023
49,23000809,Vu My,Quynh,Female,25/10/2005,7.34309E+12,2023
50,23000742,Lam Quyen,Giang,Female,10/2/2005,9.79049E+12,2023
