No,Student ID,Last Name,First Name,Gender,Date of Birth,Social ID,Academic Year
1,21000808,Tao Truong,Dinh,Male,19/07/2003,5.76421E+12,2021
2,21000652,Ton Thanh,Mong,Female,27/08/2003,2.19937E+12,2021
3,21000761,Bui Thu,Yen,Female,25/01/2003,2.42009E+12,2021
4,21000820,Do Xuan,Ly,Female,26/08/2003,4.93164E+12,2021
5,21000532,Dang Thi,Xuan,Female,12/11/2003,3.22551E+11,2021
6,21000363,Vu Hung,Tan,Male,20/06/2003,7.8781E+12,2021
7,21000370,Vu Truong,Duy,Male,5/2/2003,7.66408E+12,2021
8,21000585,Pham Hiep,Toan,Male,11/7/2003,9.45683E+12,2021
9,21000729,Ly Phu,Tien,Male,25/08/2003,9.22592E+12,2021
10,21000374,Tao Ngan,Quy,Female,19/02/2003,4.67574E+12,2021
11,21000562,Ha Luan,Quy,Male,4/1/2003,8.59868E+12,2021
12,21000551,Quach Thanh,Duc,Male,4/4/2003,9.17907E+12,2021
13,21000725,Nguyen Quang,Thien,Male,3/3/2003,4.57062E+12,2021
14,21000717,Chu Ngan,Mai,Female,8/10/2003,9.30448E+12,2021
15,21000578,Kieu Van,Kha,Male,28/08/2003,2.58526E+11,2021
16,21000423,Tri Lam,Tien,Male,14/12/2003,9.78544E+12,2021
17,21000701,Mai Minh,Long,Male,12/8/2003,3.43272E+12,2021
18,21000784,Dang Viet,Duc,Male,1/5/2003,1.24293E+12,2021
19,21000463,Tu Luan,Toan,Male,2/8/2003,4.25364E+12,2021
20,21000619,Doan Nhi,Giang,Female,27/06/2003,7.8023E+12,2021
21,21000415,Vu Trung,Hoang,Male,18/09/2003,8.46636E+11,2021
22,21000548,Luu Vuong,Hung,Male,28/05/2003,3.41818E+12,2021
23,21000592,Le Xuan,Khanh,Male,12/11/2003,6.46534E+11,2021
24,21000394,Kieu Thien,Phuc,Male,28/08/2003,7.02339E+12,2021
25,21000671,La Quyen,Anh,Female,23/08/2003,2.47287E+12,2021
26,21000456,Ngo Phu,Bao,Male,28/10/2003,3.74453E+12,2021
27,21000527,Ma Hoang,Toan,Male,21/02/2003,8.37057E+12,2021
28,21000421,Ton Trang,Ngoc,Female,14/10/2003,9.38439E+12,2021
29,21000569,Le Thinh,Dai,Male,2/8/2003,1.7997E+12,2021
30,21000488,Dang Thu,Ngoc,Female,23/11/2003,4.55845E+12,2021
31,21000736,Dieu Quyen,Linh,Female,13/05/2003,1.79638E+12,2021
32,21000579,Le Thao,Trang,Female,5/4/2003,6.12964E+12,2021
33,21000686,Duong Bao,San,Female,21/02/2003,7.31438E+12,2021
34,21000633,Kim Ngan,Nga,Female,18/01/2003,3.59821E+12,2021
35,21000570,Linh Quyen,Ha,Female,17/12/2003,7.30076E+12,2021
36,21000486,Ton Xuan,Trang,Female,15/12/2003,4.5546E+12,2021
37,21000741,Ngo Truong,Duc,Male,8/2/2003,8.85531E+12,2021
38,21000806,Bach Phu,Thien,Male,23/03/2003,2.36166E+12,2021
39,21000568,Ly Quang,Tuan,Male,25/12/2003,3.90796E+12,2021
40,21000464,Hoang Viet,Thanh,Male,4/9/2003,9.06615E+11,2021
41,21000781,Bach Chau,Tuyet,Female,15/10/2003,2.0166E+12,2021
42,21000665,Le Kim,My,Female,20/02/2003,6.52949E+12,2021
43,21000672,Phung Chau,Bao,Female,18/05/2003,2.65232E+12,2021
44,21000538,Truong Tien,Trung,Male,25/07/2003,8.94391E+12,2021
45,21000380,Hoang Minh,Anh,Male,19/04/2003,8.95117E+12,2021
46,21000496,Tri Kieu,Lien,Female,14/06/2003,7.3935E+12,2021
47,21000669,Hoang Hiep,Vuong,Male,17/07/2003,8.77227E+12,2021
48,21000509,Do Khoa,Long,Male,5/8/2003,4.74322E+12,2021
49,21000457,Vinh Ngoc,Bich,Female,2/12/2003,9.76975E+12,2021
50,21000793,Trinh Kieu,Anh,Female,14/04/2003,2.96255E+12,2021
