No,Student ID,Last Name,First Name,Gender,Date of Birth,Social ID,Academic Year
1,22000378,Trinh Lam,Phuc,Male,1/8/2004,9.18011E+12,2022
2,22000752,Bui Hiep,Luat,Male,3/12/2004,8.38918E+12,2022
3,22000725,Tri Thuy,Dung,Female,18/09/2004,4.8411E+11,2022
4,22000703,Hua Ngan,Thao,Female,8/10/2004,4.10804E+12,2022
5,22000630,Chu Khai,Long,Male,24/11/2004,8.52706E+12,2022
6,22000558,Kieu Chien,Thien,Male,12/2/2004,3.69897E+12,2022
7,22000826,Duong My,Quynh,Female,1/5/2004,15237561358,2022
8,22000724,Dinh Hoa,Xuan,Female,6/8/2004,2.36173E+12,2022
9,22000375,Mai Quoc,Toan,Male,9/5/2004,5.12725E+12,2022
10,22000494,Luu Ngoc,Trinh,Female,27/12/2004,1.20384E+12,2022
11,22000763,Do Phu,Gia,Male,9/11/2004,6.72964E+12,2022
12,22000578,Ha Manh,Hoang,Male,6/2/2004,2.09973E+12,2022
13,22000410,Ngo Bich,Ly,Female,9/4/2004,2.40317E+12,2022
14,22000759,Giang Nhat,Long,Male,23/05/2004,7.45428E+12,2022
15,22000563,Cao Tuyen,Tuyet,Female,19/04/2004,4.86703E+12,2022
16,22000723,Ho Truong,Hoang,Male,1/8/2004,4.3277E+11,2022
17,22000448,Vinh Tan,Manh,Male,13/07/2004,1.28085E+11,2022
18,22000469,Quach Dieu,Khanh,Female,4/2/2004,4.85212E+12,2022
19,22000831,Tu Phuong,Huong,Female,12/12/2004,8.08005E+12,2022
20,22000815,Le Van,Chien,Male,21/04/2004,5.17847E+12,2022
21,22000442,Phan Xuan,Quy,Male,9/5/2004,1.29394E+12,2022
22,22000533,Dieu Lan,Linh,Female,27/02/2004,1.78865E+12,2022
23,22000788,Thai Trang,Giang,Female,10/11/2004,1.23451E+12,2022
24,22000355,Chau Tien,Hung,Male,22/08/2004,1.18697E+12,2022
25,22000425,Quach Ngan,Hien,Female,22/09/2004,3.14589E+12,2022
26,22000481,Le Trang,Tuyet,Female,7/1/2004,7.6953E+12,2022
27,22000356,Truong Giang,Mai,Female,25/06/2004,9.82922E+11,2022
28,22000464,Thai Ngoc,Xuan,Female,24/11/2004,1.9945E+12,2022
29,22000366,Ly Tien,Bao,Male,10/11/2004,5.82514E+12,2022
30,22000666,Quach Tien,Duc,Male,9/11/2004,2.12532E+12,2022
31,22000601,Ly Lien,Giang,Female,26/04/2004,7.65989E+12,2022
32,22000470,Phan Thu,Quynh,Female,21/03/2004,6.97091E+12,2022
33,22000814,Trinh Lien,Trang,Female,23/11/2004,1.52525E+12,2022
34,22000407,Giang Trang,Phuong,Female,18/05/2004,1.17598E+12,2022
35,22000612,Giang Van,Kien,Male,5/6/2004,4.67333E+12,2022
36,22000688,Le Lien,Lien,Female,8/2/2004,3.78581E+11,2022
37,22000670,Vinh Minh,Thien,Male,20/12/2004,5.71666E+12,2022
38,22000712,Dang Thien,Thanh,Male,20/11/2004,9.52309E+12,2022
39,22000734,Do Hoa,Lien,Female,22/12/2004,3.69591E+12,2022
40,22000820,Ha Tam,Chi,Female,25/06/2004,5.46409E+12,2022
41,22000381,Ho Luan,Cuong,Male,22/08/2004,9.7094E+11,2022
42,22000828,Nghiem Giang,Huong,Female,22/11/2004,8.1133E+12,2022
43,22000391,Ngo Huong,Chi,Female,23/01/2004,7.03777E+12,2022
44,22000654,Nghiem Ngoc,Mong,Female,19/06/2004,1.92443E+12,2022
45,22000827,Dieu Chau,Trinh,Female,11/10/2004,2.26799E+12,2022
46,22000524,La Chau,Thao,Female,1/4/2004,3.22875E+12,2022
47,22000800,Vu Tam,Nga,Female,10/12/2004,5.33907E+12,2022
48,22000750,Dinh Thanh,Lan,Female,18/12/2004,2.13325E+12,2022
49,22000435,Dang Thien,Kha,Male,11/4/2004,6.1848E+12,2022
50,22000368,Dang Minh,Hoang,Male,1/1/2004,5.92848E+12,2022
